회사명,종목코드,상장일,상장유형,증권구분,업종,국적,상장주선인/,액면가 (원),공모가 (원),공모금액 (천원),주요제품,최초상장주식수 (주)
씨케이컴퍼니,235090,2016-03-16,신규상장,주권,특수 목적용 기계 제조업,대한민국,(주)상상인증권,500,-,-,우유눈꽃빙수기,"2,940,000"
팬젠,222110,2016-03-11,신규상장,주권,의약품 제조업,대한민국,한국투자증권(주),500,"16,500","27,225,000","바이오시밀러 제품, 바이오의약품 개발 기술이전 서비스 등","7,681,318"
바이옵트로,222160,2016-03-10,신규상장,주권,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",대한민국,한국투자증권(주),500,-,-,"PCB 전기 검사기, Screw 자동 체결기","4,960,000"
AP위성통신,211270,2016-03-04,신규상장,주권,통신 및 방송 장비 제조업,대한민국,KB증권(주),500,"9,700","31,602,600",위성통신 단말기,"13,097,740"
하이에이아이1호스팩,235010,2016-03-04,신규상장,주권,금융 지원 서비스업,대한민국,하이투자증권(주),100,"2,000","9,200,000",기업 인수 및 합병,"4,950,000"
IBKS제4호스팩,230980,2016-03-02,신규상장,주권,금융 지원 서비스업,대한민국,IBK투자증권(주),100,"2,000","3,500,000",기업인수 및 합병,"2,000,000"
큐리언트,115180,2016-02-29,신규상장,주권,자연과학 및 공학 연구개발업,대한민국,한국투자증권(주),500,"21,000","32,508,000",저분자 혁신신약,"7,227,262"
케이비제9호스팩,232270,2016-02-29,신규상장,주권,금융 지원 서비스업,대한민국,케이비투자증권(주),100,"2,000","27,000,000",,"13,815,700"
케이엠제약,237720,2016-02-24,신규상장,주권,기타 화학제품 제조업,대한민국,아이비케이투자증권(주),100,-,-,구강위생용품 및 화장품,"2,022,000"
안트로젠,065660,2016-02-15,신규상장,주권,기초 의약물질 및 생물학적 제제 제조업,대한민국,키움증권(주),500,"24,000","16,800,000",줄기세포치료제,"7,463,435"
제이에스코퍼레이션,194370,2016-02-04,신규상장,주권,"가죽, 가방 및 유사제품 제조업",대한민국,엔에이치투자증권주식회사,100,"23,000","75,512,036",핸드백 및 지갑,"12,687,732"
아이엠텍,226350,2016-02-03,신규상장,주권,전자부품 제조업,대한민국,미래에셋증권 주식회사,500,"7,500","32,250,000","카메라모듈, 안테나 등","16,787,750"
유니트론텍,142210,2016-02-02,신규상장,주권,자동차 부품 및 내장품 판매업,대한민국,하나증권주식회사,500,"14,000","9,170,000","메모리, 비메모리반도체","3,310,650"
크리스탈신소재,900250,2016-01-28,신규상장,외국주권,회사 본부 및 경영 컨설팅 서비스업,케이맨 제도,신한투자증권 주식회사,0.5,"3,000","27,900,000","합성운모플레이크, 합성운모파우더, 운모테이프","61,622,771"
한솔씨앤피,221610,2016-01-27,신규상장,주권,기타 화학제품 제조업,대한민국,"신한투자증권 주식회사,케이비투자증권(주)",500,"13,000","11,700,000",표면보호제,"3,460,340"
메디젠휴먼케어,236340,2016-01-26,신규상장,주권,자연과학 및 공학 연구개발업,대한민국,한국투자증권(주),500,-,-,M-CHECK (개인별 유전적 질병 예측 서비스),"2,069,177"
선바이오,067370,2016-01-22,신규상장,주권,의약품 제조업,대한민국,하나증권(주),500,-,-,생체고분자유도체,"7,650,940"
볼빅,206950,2015-12-30,신규상장,주권,운동 및 경기용구 제조업,대한민국,KB증권(주),500,-,-,골프공,"4,000,000"
이엠티,232530,2015-12-30,신규상장,주권,일차전지 및 축전지 제조업,대한민국,엔에이치투자증권(주),500,-,-,이차전지 양극재용 전구체,"5,096,884"
에스와이패널,109610,2015-12-29,신규상장,주권,"구조용 금속제품, 탱크 및 증기발생기 제조업",대한민국,미래에셋증권(주),500,"5,000","10,679,610",샌드위치 패널,"6,200,000"
코리아오토글라스,152330,2015-12-29,신규상장,주권,유리 및 유리제품 제조업,대한민국,엔에이치투자증권주식회사,"5,000","11,000","88,440,000",자동차 안전 유리,"20,000,000"
코디엠,224060,2015-12-29,신규상장,주권,특수 목적용 기계 제조업,대한민국,미래에셋증권(주),500,"4,700","4,700,000","반도체 및 평판디스플레이 제조용 장비(IRIS, LOZIX, HP/CP)","3,793,630"
하우동천,233990,2015-12-29,신규상장,주권,기초 의약물질 및 생물학적 제제 제조업,대한민국,하이투자증권(주),100,-,-,여성청결제 및 질염/ 질이완 치료제 등,"10,240,000"
세원,234100,2015-12-29,신규상장,주권,자동차 신품 부품 제조업,대한민국,현대차증권(주),500,-,-,자동차 공조장치 부품,"2,940,000"
글로벌광통신,135160,2015-12-28,신규상장,주권,절연선 및 케이블 제조업,대한민국,대신증권(주),500,-,-,옥내외용케이블,"2,425,000"
크로넥스,215570,2015-12-28,신규상장,주권,자연과학 및 공학 연구개발업,대한민국,하나증권(주),500,-,-,CRO 및 생물종(미니피그),"1,000,000"
잇츠스킨,226320,2015-12-28,신규상장,주권,생활용품 도매업,대한민국,미래에셋증권 주식회사,500,"170,000","161,213,890","스킨케어 베이직, 포인트 메이크업, 스킨케어 스페셜, 베이스 메이크업 등","8,735,650"
휴젤,145020,2015-12-24,신규상장,주권,기초 의약물질 및 생물학적 제제 제조업,대한민국,"한국투자증권(주),미래에셋증권 주식회사",500,"150,000","54,000,000","보툴리눔톡신, 필러","3,284,058"
육일씨엔에쓰,191410,2015-12-24,신규상장,주권,전자부품 제조업,대한민국,케이프투자증권주식회사,500,"6,000","4,200,000",스마트폰용 Cover Glass,"8,522,980"
세기리텍,199870,2015-12-24,신규상장,주권,1차 비철금속 제조업,대한민국,해당없음,500,-,-,재생연괴,"9,803,030"
이에스브이,223310,2015-12-24,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,엔에이치투자증권주식회사,500,"10,000","15,800,000","블랙박스, 네이게이션, 로봇청소기, 드론","5,227,400"
대신밸런스제2호스팩,232140,2015-12-24,신규상장,주권,금융 지원 서비스업,대한민국,대신증권(주),100,"2,000","20,000,000",기업 인수 및 합병,"10,620,000"
미래자원엠엘,233190,2015-12-24,신규상장,주권,동물용 사료 및 조제식품 제조업,대한민국,하나증권(주),100,-,-,"단미사료, 보조사료","3,000,000"
한국맥널티,222980,2015-12-23,신규상장,주권,기타 식품 제조업,대한민국,키움증권(주),500,"8,000","10,000,000",커피 및 의약품,"4,975,000"
아진산업,013310,2015-12-22,신규상장,주권,자동차 신품 부품 제조업,대한민국,미래에셋증권(주),500,"6,500","29,250,000",자동차 부품 (차체),"12,415,300"
덱스터,206560,2015-12-22,신규상장,주권,"영화, 비디오물, 방송프로그램 제작 및 배급업",대한민국,엔에이치투자증권주식회사,500,"14,000","29,983,296","시각효과(Visual Effect, VFX)","9,630,524"
아스팩오일,232360,2015-12-22,신규상장,주권,석유 정제품 제조업,대한민국,해당없음,500,-,-,윤활유,"4,000,000"
씨트리,047920,2015-12-21,신규상장,주권,자연과학 및 공학 연구개발업,대한민국,신한투자증권 주식회사,500,"6,500","6,240,000","씨트리시메티딘정, 로자틴정","7,023,345"
인산가,062580,2015-12-21,신규상장,주권,기타 식품 제조업,대한민국,아이비케이투자증권(주),500,-,-,"죽염 및 죽염응용, 엑기스류","3,400,000"
강스템바이오텍,217730,2015-12-21,신규상장,주권,자연과학 및 공학 연구개발업,대한민국,키움증권(주),500,"6,000","12,000,000",줄기세포치료제,"13,817,150"
에이원알폼,234070,2015-12-21,신규상장,주권,,대한민국,하이투자증권(주),500,-,-,건설현장용 알루미늄 거푸집 임대,"3,200,000"
메가엠디,133750,2015-12-18,신규상장,주권,일반 교습 학원,대한민국,엔에이치투자증권주식회사,500,"3,000","16,117,392","의학, 치의학, 법학 전문대학원, 약학대학 입학시험 대비 강의","20,401,568"
한국비엔씨,226610,2015-12-18,신규상장,주권,의료용 기기 제조업,대한민국,엔에이치투자증권(주),500,-,-,"HA필러, 유착방지제, 콜라겐흡수성창상피복재","5,760,001"
동부제4호스팩,230490,2015-12-18,신규상장,주권,금융 지원 서비스업,대한민국,DB금융투자주식회사,100,"2,000","10,000,000",,"5,300,000"
파크시스템스,140860,2015-12-17,신규상장,주권,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",대한민국,케이비투자증권(주),500,"9,000","9,000,000",연구용 및 산업용 원자현미경,"5,931,155"
보광산업,225530,2015-12-17,신규상장,주권,토사석 광업,대한민국,하나증권주식회사,500,"4,000","12,000,000","콘크리트용 부순골재, 아스콘, 레미콘","11,490,000"
뉴트리바이오텍,222040,2015-12-16,신규상장,주권,기타 식품 제조업,대한민국,DB금융투자주식회사,500,"21,000","43,680,000",건강기능식품,"10,314,000"
하나금융7호SPAC,230240,2015-12-16,신규상장,주권,금융 지원 서비스업,대한민국,하나증권주식회사,100,"2,000","12,893,860",기업인수합병,"8,000,000"
나온테크,232680,2015-12-15,신규상장,주권,특수 목적용 기계 제조업,대한민국,KB증권(주),500,-,-,반도체 및 FPD용 로봇시스템,"1,358,857"
멕아이씨에스,058110,2015-12-14,신규상장,주권,의료용 기기 제조업,대한민국,키움증권(주),500,"4,500","2,475,000",인공호흡기,"5,361,500"
에이치엔에스하이텍,044990,2015-12-10,신규상장,주권,전자부품 제조업,대한민국,미래에셋증권(주),500,-,-,"이방성전도필름, 수정진동자","7,224,729"
미애부,225850,2015-12-08,신규상장,주권,생활용품 도매업,대한민국,아이비케이투자증권(주),500,-,-,"친환경, 무합성 발효화장품","3,049,000"
엔에스,217820,2015-12-07,신규상장,주권,특수 목적용 기계 제조업,대한민국,케이비투자증권(주),500,"8,000","7,943,880",2차전지 자동화 설비,"4,900,000"
미래테크놀로지,213090,2015-12-01,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,KB증권(주),500,"16,100","24,150,000",OTP,"5,500,000"
세진중공업,075580,2015-11-30,신규상장,주권,선박 및 보트 건조업,대한민국,"신한투자증권 주식회사,미래에셋증권 주식회사",500,"3,500","20,054,475","선박 Deck House, LPG Tank, Upper Deck Unit, 해양플랜트 Living Quarter","38,292,720"
지성이씨에스,138290,2015-11-30,신규상장,주권,기반조성 및 시설물 축조관련 전문공사업,대한민국,KB증권(주),"1,000",-,-,사면보강공사,"2,352,000"
하이즈항공,221840,2015-11-25,신규상장,주권,"항공기,우주선 및 부품 제조업",대한민국,케이비투자증권(주),500,"18,000","78,750,000",B787 날개구조물 등,"17,446,167"
케이디켐,221980,2015-11-19,신규상장,주권,기타 화학제품 제조업,대한민국,대신증권(주),500,"16,000","18,560,000","PVC 안정제(LX-400, LOX-3 등)","4,034,800"
네오오토,212560,2015-11-18,신규상장,주권,자동차 신품 부품 제조업,대한민국,신영증권(주),500,"12,000","18,594,168","피니언 기어, 디프 어셈블리, 대형기어","5,250,000"
골든브릿지제4호스팩,227950,2015-11-18,신규상장,주권,금융 지원 서비스업,대한민국,(주)상상인증권,100,"2,000","12,500,000",기업인수 및 합병,"7,550,000"
케어젠,214370,2015-11-17,신규상장,주권,기타 화학제품 제조업,대한민국,KB증권(주),500,"110,000","178,200,000","성장인자, 바이오미메틱펩타이드 기반 안면, 두피, 바디 코스메슈티컬 제품","10,710,000"
자비스,230400,2015-11-17,신규상장,주권,의료용 기기 제조업,대한민국,아이비케이투자증권(주),500,-,-,X-ray 검사장비,"3,142,250"
인카금융서비스,211050,2015-11-16,신규상장,주권,보험 및 연금관련 서비스업,대한민국,한국투자증권(주),500,-,-,보험판매,"2,961,471"
유앤아이,056090,2015-11-12,신규상장,주권,의료용 기기 제조업,대한민국,키움증권(주),500,"30,000","45,000,000",정형외과용 신체보정용 의료기기,"7,037,087"
나무가,190510,2015-11-12,신규상장,주권,전자부품 제조업,대한민국,교보증권(주),500,"37,000","32,486,000","스마트폰 카메라모듈, 노트북 카메라모듈","2,924,383"
금호에이치티,214330,2015-11-11,신규상장,주권,자동차 신품 부품 제조업,대한민국,엔에이치투자증권주식회사,500,"10,000","44,959,500",자동차용 전구 및 LED모듈,"9,765,000"
제주항공,089590,2015-11-06,신규상장,주권,항공 여객 운송업,대한민국,엔에이치투자증권주식회사,"5,000","30,000","165,000,000","여객운송서비스, 화물운송서비스","25,906,758"
바이오씨앤디,217950,2015-11-05,신규상장,주권,자연과학 및 공학 연구개발업,대한민국,하이투자증권(주),500,-,-,"의약품 연구개발, 컨설팅","3,214,053"
에이치엠씨3호스팩,226340,2015-11-05,신규상장,주권,금융 지원 서비스업,대한민국,현대차증권주식회사,100,"2,000","12,000,000",기업인수합병,"6,500,000"
더블유게임즈,192080,2015-11-04,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,"한국투자증권(주),키움증권(주),미래에셋증권 주식회사",500,"65,000","277,709,250",온라인·모바일 게임(더블유카지노),"17,089,768"
연우,115960,2015-11-02,신규상장,주권,플라스틱제품 제조업,대한민국,"미래에셋증권 주식회사,현대차증권주식회사",500,"25,200","60,623,136",화장품 용기,"11,552,600"
럭스피아,092590,2015-10-30,신규상장,주권,반도체 제조업,대한민국,신한투자증권(주),500,-,-,"LED 패키지, LED 모듈","7,291,098"
키움스팩4호,226850,2015-10-29,신규상장,주권,금융 지원 서비스업,대한민국,키움증권(주),100,"2,000","20,000,000",,"10,204,000"
노브메타파마,229500,2015-10-28,신규상장,주권,자연과학 및 공학 연구개발업,대한민국,SK증권(주),500,-,-,대사질환 신약 개발 및 건강기능식픔,"5,541,914"
젠큐릭스,229000,2015-10-27,신규상장,주권,의료용 기기 제조업,대한민국,미래에셋증권(주),500,-,-,유방암예후진단키트,"2,390,000"
에이티젠,182400,2015-10-23,신규상장,주권,기초 의약물질 및 생물학적 제제 제조업,대한민국,엔에이치투자증권주식회사,500,"17,000","17,123,335","연구용 시약, NK Vue KIT","10,072,552"
현대드림4호스팩,226360,2015-10-22,신규상장,주권,금융 지원 서비스업,대한민국,KB증권(주),100,"2,000","10,000,000",기업인수목적,"5,315,000"
한국티씨엠,228180,2015-10-22,신규상장,주권,자연과학 및 공학 연구개발업,대한민국,KB증권(주),"5,000",-,-,체외진단서비스 개발 및 진단 용역,"200,631"
엄지하우스,224810,2015-10-21,신규상장,주권,실내건축 및 건축마무리 공사업,대한민국,엔에이치투자증권(주),500,-,-,"실내건축업, 분양공사 및 디자인 설계","2,400,000"
메디쎄이,200580,2015-10-20,신규상장,주권,의료용 기기 제조업,대한민국,대신증권(주),500,-,-,정형외과용 척추임플란트,"3,478,159"
이베스트스팩3호,225440,2015-10-19,신규상장,주권,금융 지원 서비스업,대한민국,이베스트투자증권(주),100,"2,000","8,000,000",,"4,100,000"
에치디프로,214870,2015-10-13,신규상장,주권,통신 및 방송 장비 제조업,대한민국,대신증권(주),500,"8,900","13,494,260",CCTV 카메라,"5,744,821"
IBKS제3호스팩,225430,2015-10-08,신규상장,주권,금융 지원 서비스업,대한민국,IBK투자증권(주),100,"2,000","8,000,000",금융지원 서비스,"4,500,000"
동부스팩3호,226440,2015-10-06,신규상장,주권,금융 지원 서비스업,대한민국,DB금융투자주식회사,100,"2,000","8,300,000",기업인수합병,"4,450,000"
신영스팩2호,225590,2015-10-05,신규상장,주권,금융 지원 서비스업,대한민국,신영증권(주),100,"2,000","10,000,000",기업인수합병,"5,105,000"
LIG넥스원,079550,2015-10-02,신규상장,주권,무기 및 총포탄 제조업,대한민국,엔에이치투자증권주식회사,"5,000","76,000","524,400,000",정밀유도무기 등,"22,000,000"
제너셈,217190,2015-09-25,신규상장,주권,특수 목적용 기계 제조업,대한민국,하나증권주식회사,500,"10,500","13,650,000",반도체 후공정 장비,"4,384,587"
타이거일렉,219130,2015-09-25,신규상장,주권,전자부품 제조업,대한민국,한국투자증권(주),500,"6,000","9,258,000",인쇄회로기판 제조업,"5,589,290"
